CoarseGrainedListBasedSet;1;0;100;200; 1.1087299850074964E7
CoarseGrainedListBasedSet;1;0;1000;2000; 1375852.147852148
CoarseGrainedListBasedSet;1;0;10000;20000; 54618.38161838162
CoarseGrainedListBasedSet;1;10;100;200; 9817050.974512745
CoarseGrainedListBasedSet;1;10;1000;2000; 548369.130869131
CoarseGrainedListBasedSet;1;10;10000;20000; 49060.43956043957
CoarseGrainedListBasedSet;1;100;100;200; 1.0217035464535465E7
CoarseGrainedListBasedSet;1;100;1000;2000; 847898.101898102
CoarseGrainedListBasedSet;1;100;10000;20000; 41347.15284715285
CoarseGrainedListBasedSet;4;0;100;200; 6092024.463305042
CoarseGrainedListBasedSet;4;0;1000;2000; 763310.3448275862
CoarseGrainedListBasedSet;4;0;10000;20000; 49364.13586413587
CoarseGrainedListBasedSet;4;10;100;200; 5531490.00999001
CoarseGrainedListBasedSet;4;10;1000;2000; 395339.82035928144
CoarseGrainedListBasedSet;4;10;10000;20000; 45020.968547179225
CoarseGrainedListBasedSet;4;100;100;200; 4030328.507239141
CoarseGrainedListBasedSet;4;100;1000;2000; 464910.5894105895
CoarseGrainedListBasedSet;4;100;10000;20000; 37764.35346979531
CoarseGrainedListBasedSet;6;0;100;200; 5873670.993509735
CoarseGrainedListBasedSet;6;0;1000;2000; 711323.0154767848
CoarseGrainedListBasedSet;6;0;10000;20000; 48056.91462805791
CoarseGrainedListBasedSet;6;10;100;200; 5048047.904191617
CoarseGrainedListBasedSet;6;10;1000;2000; 376063.872255489
CoarseGrainedListBasedSet;6;10;10000;20000; 44339.32135728543
CoarseGrainedListBasedSet;6;100;100;200; 3936433.9152119705
CoarseGrainedListBasedSet;6;100;1000;2000; 465999.50074887666
CoarseGrainedListBasedSet;6;100;10000;20000; 36569.36127744511
CoarseGrainedListBasedSet;8;0;100;200; 6301943.612774451
CoarseGrainedListBasedSet;8;0;1000;2000; 774710.5788423154
CoarseGrainedListBasedSet;8;0;10000;20000; 47909.22693266833
CoarseGrainedListBasedSet;8;10;100;200; 4956728.542914172
CoarseGrainedListBasedSet;8;10;1000;2000; 357881.17823265103
CoarseGrainedListBasedSet;8;10;10000;20000; 43856.78642714571
CoarseGrainedListBasedSet;8;100;100;200; 3646979.041916168
CoarseGrainedListBasedSet;8;100;1000;2000; 446725.6857855362
CoarseGrainedListBasedSet;8;100;10000;20000; 35874.81296758105
CoarseGrainedListBasedSet;10;0;100;200; 5839468.562874251
CoarseGrainedListBasedSet;10;0;1000;2000; 707158.1047381547
CoarseGrainedListBasedSet;10;0;10000;20000; 47450.54945054946
CoarseGrainedListBasedSet;10;10;100;200; 4796168.9088191325
CoarseGrainedListBasedSet;10;10;1000;2000; 367907.59240759246
CoarseGrainedListBasedSet;10;10;10000;20000; 44458.35411471322
CoarseGrainedListBasedSet;10;100;100;200; 3737203.491271821
CoarseGrainedListBasedSet;10;100;1000;2000; 435364.9525711433
CoarseGrainedListBasedSet;10;100;10000;20000; 35977.567298105685
CoarseGrainedListBasedSet;12;0;100;200; 5805813.466334165
CoarseGrainedListBasedSet;12;0;1000;2000; 711896.7581047382
CoarseGrainedListBasedSet;12;0;10000;20000; 45406.68662674651
CoarseGrainedListBasedSet;12;10;100;200; 4976029.4117647065
CoarseGrainedListBasedSet;12;10;1000;2000; 365583.2502492523
CoarseGrainedListBasedSet;12;10;10000;20000; 43609.97506234414
CoarseGrainedListBasedSet;12;100;100;200; 3803627.245508982
CoarseGrainedListBasedSet;12;100;1000;2000; 432811.4713216958
CoarseGrainedListBasedSet;12;100;10000;20000; 35104.685942173484
HandOverHandListBasedSet;1;0;100;200; 1922716.283716284
HandOverHandListBasedSet;1;0;1000;2000; 205945.55444555447
HandOverHandListBasedSet;1;0;10000;20000; 19596.701649175415
HandOverHandListBasedSet;1;10;100;200; 1919862.6373626376
HandOverHandListBasedSet;1;10;1000;2000; 198076.9230769231
HandOverHandListBasedSet;1;10;10000;20000; 19599.200399800102
HandOverHandListBasedSet;1;100;100;200; 1832535.4645354648
HandOverHandListBasedSet;1;100;1000;2000; 198152.42378810595
HandOverHandListBasedSet;1;100;10000;20000; 18695.152423788106
HandOverHandListBasedSet;4;0;100;200; 770648.2035928144
HandOverHandListBasedSet;4;0;1000;2000; 320991.51273090363
HandOverHandListBasedSet;4;0;10000;20000; 36252.74725274726
HandOverHandListBasedSet;4;10;100;200; 906316.6833166834
HandOverHandListBasedSet;4;10;1000;2000; 327630.55416874686
HandOverHandListBasedSet;4;10;10000;20000; 34760.479041916165
