CoarseGrainedListBasedSet;1;0;100;200; 1.1008860569715142E7
CoarseGrainedListBasedSet;1;0;1000;2000; 1206842.5787106447
CoarseGrainedListBasedSet;1;0;10000;20000; 47719.64017991005
CoarseGrainedListBasedSet;1;0;100;200; 1.0985944027986007E7
CoarseGrainedListBasedSet;1;0;1000;2000; 1198744.627686157
CoarseGrainedListBasedSet;1;0;10000;20000; 47646.17691154423
CoarseGrainedListBasedSet;1;10;100;200; 1.1012263868065968E7
CoarseGrainedListBasedSet;1;10;1000;2000; 508380.80959520245
CoarseGrainedListBasedSet;1;10;10000;20000; 37893.0
CoarseGrainedListBasedSet;1;100;100;200; 1.0240734E7
CoarseGrainedListBasedSet;1;100;1000;2000; 752491.7541229386
CoarseGrainedListBasedSet;1;100;10000;20000; 28289.855072463768
CoarseGrainedListBasedSet;4;0;100;200; 1.0950778942115769E7
CoarseGrainedListBasedSet;4;0;1000;2000; 1040116.8831168832
CoarseGrainedListBasedSet;4;0;10000;20000; 33185.72141787319
CoarseGrainedListBasedSet;4;10;100;200; 1.002961238761239E7
CoarseGrainedListBasedSet;4;10;1000;2000; 426961.01949025487
CoarseGrainedListBasedSet;4;10;10000;20000; 31199.701195219124
CoarseGrainedListBasedSet;4;100;100;200; 9415228.771228772
CoarseGrainedListBasedSet;4;100;1000;2000; 626838.6613386614
CoarseGrainedListBasedSet;4;100;10000;20000; 23768.23176823177
CoarseGrainedListBasedSet;6;0;100;200; 1.0126518981018983E7
CoarseGrainedListBasedSet;6;0;1000;2000; 1041754.7452547454
CoarseGrainedListBasedSet;6;0;10000;20000; 38298.2017982018
CoarseGrainedListBasedSet;6;10;100;200; 1.0175563654518222E7
CoarseGrainedListBasedSet;6;10;1000;2000; 451841.6583416584
CoarseGrainedListBasedSet;6;10;10000;20000; 31420.868696954567
CoarseGrainedListBasedSet;6;100;100;200; 1.0052508491508493E7
CoarseGrainedListBasedSet;6;100;1000;2000; 672310.534198702
CoarseGrainedListBasedSet;6;100;10000;20000; 24553.946053946056
